instance_id,url,defect_categories,fix_locus,fix_effort,fix,still_failing_configs,passing_configs,issue_summary
instance_flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41,https://jeff-da.github.io/audit-nonvalids/flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41/,Unstated name,instructions,moderate,"(1) Spec never names the graded constants — add: ""define engine constants `DatabaseSQLite`, `DatabasePostgres`, `DatabaseMySQL` in config/config.go"". (2) TestLoad reads config/testdata/config/database.yml that only the gold patch creates (mysql/localhost/3306/flipt/flipt/s3cr3t!, MigrationsPath ./config/migrations) — move that fixture file into test_patch so all models see the exact bytes.",codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,claude-code + Opus 5,"Models attempt to add key/value database configuration to config.go and the storage layer, implementing the described behavior but choosing their own names for the database protocol constants. According to the task instructions, this should be acceptable because the exact identifiers `DatabaseMySQL`, `DatabaseSQLite`, and `DatabasePostgres` never appear anywhere in the instruction text. However, the graded tests reference those precise names and fail to compile (""undefined: DatabaseMySQL / DatabaseSQLite / DatabasePostgres"") for any other choice. On top of that, TestLoad reads a fixture file, config/testdata/config/database.yml, that only the reference patch creates — one model recreated it almost perfectly and still failed solely because it guessed MigrationsPath as ""/etc/flipt/config/migrations"" instead of the unknowable ""./config/migrations"". Grading hinges on unstated names and fixture bytes no model could derive from the spec, so the failure is not a model error."
instance_future-architect__vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf,https://jeff-da.github.io/audit-nonvalids/future-architect__vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf/,Unstated requirement,instructions,trivial,"Change instruction line 31 ""falling back to `CFBundleName` and then the bundle directory name when needed"" to ""...and then the bundle directory name with its `.app` suffix stripped (e.g. `Sample.app` -> `Sample`)"". This matches gold's filepath.Base(TrimSuffix(file, "".app/Contents/Info.plist"")) and the graded expectation ""Sample"".",claude-code + Opus 5; mini-swe + Opus 5,codex + GPT-5.6; mini-swe + GPT-5.6,"Models attempt to implement macOS installed-package parsing, and on the record where every CFBundle key is unreadable they fall back to the bundle directory's name literally, reporting ""Sample.app"". According to the task instructions this should be correct, since line 31 says to fall back to ""the bundle directory name"" -- and that directory is named Sample.app. However, the graded test Test_macos_parseInstalledPackages/happy expects the key ""Sample"": the reference solution silently strips the "".app"" suffix (via TrimSuffix of "".app/Contents/Info.plist""), a transformation the instructions never mention. A spec-faithful reading of ""the bundle directory name"" therefore fails the test, so the failure is not a model error."
instance_future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4,https://jeff-da.github.io/audit-nonvalids/future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4/,Unstated requirement,instructions,trivial,"Instruction never mentions the CVSS `Vector` field; gold silently drops the legacy `Vector: ""-""` on severity-derived entries and all 4 configs fail only on `""-""` vs `""""`. Add a requirement sentence: ""Severity-derived CVSS3 entries must leave the Vector field empty (remove the legacy `Vector: \""-\""` placeholder)."" Alternatively relax TestMaxCvssScores cases [4],[5] to ignore Vector, but the one-sentence spec fix is cleaner.",claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,,"Models attempt to add severity-derived CVSS3 scores, and every run implements the scoring logic correctly while keeping the field Vector: ""-"" on the severity-derived Vendor entry, following the repository's pre-existing convention where severity fallbacks set Vector to ""-"". According to the task instructions, this should be acceptable because the instruction never mentions the Vector field at all, leaving the existing convention as the only guidance. However, the reference solution silently deleted the ""-"" placeholder, and the graded TestMaxCvssScores cases [4] and [5] compare full structs, so every run fails on the single character difference: expected {Vendor {3 8.9 true HIGH}} versus actual {Vendor {3 8.9 true - HIGH}}. All four independent runs failed on exactly this invisible convention change and nothing else, so the failure is not a model error."
instance_future-architect__vuls-4a72295de7b91faa59d90a5bee91535bbe76755d,https://jeff-da.github.io/audit-nonvalids/future-architect__vuls-4a72295de7b91faa59d90a5bee91535bbe76755d/,Image / installer blocked,image,moderate,"Rebuild the image with the gold go.mod's dependency set pre-warmed in the module cache: run `go mod download` after applying gold's go.mod bump so fanal v0.0.0-20210815095355 (providing `fanal/analyzer/language/dotnet/nuget`, imported by graded scanner/base_test.go) plus trivy v0.20.2 go.sum entries are present offline. Currently the cache holds only fanal@20210719 and proxy.golang.org is unreachable, so no model can compile the graded package.",claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,,"Models produce reasonable patches to the vuls scanner, but no patch can ever be graded on this image. The graded scanner test file imports `fanal/analyzer/language/dotnet/nuget`, a package that exists only in the newer fanal module version the gold go.mod bump points to — yet the image's Go module cache holds only the older fanal@20210719 layout, and the network is unreachable (`go list -m -versions` returns ""Get https://proxy.golang.org/...: EOF""). Models that left go.mod alone hit ""no required module provides package .../fanal/analyzer/language/dotnet/nuget"", and models that bumped the dependency hit ""missing go.sum entry"" walls instead. Because the required module version is unfetchable offline, the graded scanner package cannot compile for any model, sinking 77 of 79 required tests regardless of the patch, so the failure is not a model error."
instance_future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587,https://jeff-da.github.io/audit-nonvalids/future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587/,Spec contradicts the graded test,instructions,trivial,"Replace bullet 23: 'when exactly one of the evaluated package or the OVAL package definition carries a modularity label, the result must be ""not affected""' with: 'when the OVAL definition carries a modularity label but the evaluated package's ModularityLabel is empty, fall back to the legacy check against the host's enabled DNF modules (EnabledDnfModules); return ""not affected"" only when that fallback also fails to match.' Gold silently keeps this fallback; pre-existing cases [50],[56],[60],[77] require it.",claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,,"Models attempt to add a ModularityLabel field to Package, plumb it into the OVAL request, and compare name:stream prefixes exactly as the spec bullets describe, dropping the legacy fallback that consulted the host's enabled DNF modules. According to the task instructions, this is required because ""when exactly one of the evaluated package or the OVAL package definition carries a modularity label, the result must be 'not affected'"". However, pre-existing graded test cases [50], [56], [60], and [77] cover exactly that one-sided situation, where only the OVAL definition carries a label, and they still demand affected=true via the old EnabledDnfModules fallback, which the reference solution silently keeps despite the spec. All the newly added test cases pass, every attempt fails on the same four legacy cases, so a spec-faithful patch cannot pass and the failure is not a model error."
instance_future-architect__vuls-e1fab805afcfc92a2a615371d0ec1e667503c254-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,https://jeff-da.github.io/audit-nonvalids/future-architect__vuls-e1fab805afcfc92a2a615371d0ec1e667503c254-v264a82e2f4818e3/,Unstated requirement,instructions,moderate,"Ubuntu kernel-flavor whitelist is open-ended: ""various kernel variants (aws, azure, hwe, oem, raspi, lowlatency, etc.)"" — but grading needs ""realtime"" (gold copies launchpad cve_lib; even the repo's gost/ubuntu.go lacks it). Enumerate the full flavor list verbatim from gold's whitelist, explicitly including `realtime`, and extend the rename bullet (currently Debian `linux-signed`→`linux` only) with ""Ubuntu `linux-meta*`→`linux*`"".",claude-code + Opus 5; mini-swe + Opus 5; mini-swe + GPT-5.6,codex + GPT-5.6,"Models attempt to implement IsKernelSourcePackage and parse-time filtering of Ubuntu kernel packages, matching the shape of the reference solution. According to the task instructions, this should be sufficient: the spec describes the kernel variants only as an open-ended list, ""(aws, azure, hwe, oem, raspi, lowlatency, etc.)"". However, the graded test Test_debian_parseInstalledPackages/ubuntu_kernel requires the linux-realtime and linux-meta-realtime package groups to be dropped, and ""realtime"" appears nowhere in the instructions — nor even in the repository's own pre-existing kernel-flavor list in gost/ubuntu.go; the reference solution copied it from an external Launchpad cve_lib source. An entry that can only be obtained from outside world knowledge decides the reward, so the failure is not a model error."
instance_gravitational__teleport-1a77b7945a022ab86858029d30ac7ad0d5239d00-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,https://jeff-da.github.io/audit-nonvalids/gravitational__teleport-1a77b7945a022ab86858029d30ac7ad0d5239d00-vee9b09fb20c43a/,Environment residual,harness,moderate,"The ""Resetting test-space"" step silently no-op'd (checkout/reset errors are ||-true swallowed), leaving the model-edited message_test.go in place so `git apply` of the gold test patch failed and 0 tests ran. Make reset hard-restore graded test files (`git checkout -- . && git clean -fd` on test paths) and fail loudly on reset error; also fix `tests/test.sh:15 STDOUT_LOG: unbound variable`. Done in our harness, needs upstreaming.",mini-swe + Opus 5,claude-code + Opus 5; codex + GPT-5.6; mini-swe + GPT-5.6,"The model implements the 48MB MongoDB max-message-size check in message.go and, along the way, also edits the protocol's test file before submitting normally. The failure occurs in the grading harness, before the product patch is ever evaluated: the verifier's ""Resetting test-space to base state..."" step silently no-ops because its checkout/reset errors are swallowed with ||-true, leaving the model-edited message_test.go in place, so `git apply` of the official test patch fails with ""patch failed: message_test.go:18 ... ERROR: Failed to apply test patch"" (plus a ""STDOUT_LOG: unbound variable"" script bug), and zero tests run. The task itself is proven solvable — three other configurations pass it — so this is a harness reset defect, not a model error."
instance_gravitational__teleport-5dca072bb4301f4579a15364fcf37cc0c39f7f6c,https://jeff-da.github.io/audit-nonvalids/gravitational__teleport-5dca072bb4301f4579a15364fcf37cc0c39f7f6c/,Unstated requirement,tests,trivial,mockAccessPoint embeds a nil auth.AccessPoint and implements only the methods gold calls; resolving the cluster via AccessPoint.GetClusterName() (a real interface method) SIGSEGVs and sinks TestMTLSClientCAs plus collateral subtests. Implement GetClusterName() on mockAccessPoint returning the test's cluster name so any spec-conformant cluster resolution passes.,codex + GPT-5.6; mini-swe + GPT-5.6,claude-code + Opus 5; mini-swe + Opus 5,"Models attempt to implement the CA-list-size fallback in GetConfigForClient and resolve ""the current cluster"" by calling AccessPoint.GetClusterName(), a genuine method of the auth.AccessPoint interface. According to the task instructions, this should be acceptable: the spec never restricts which interface methods an implementation may use, and in production this call is fully correct. However, the graded test's mockAccessPoint embeds a nil interface and implements only the methods the reference solution happens to call, so invoking GetClusterName() hits the nil embed and panics with a SIGSEGV, killing the whole lib/kube/proxy test binary and sinking TestMTLSClientCAs along with collateral TestAuthenticate subtests. Production-correct code fails purely because of an incomplete test mock that encodes the reference implementation's private call graph, so the failure is not a model error."
instance_gravitational__teleport-7744f72c6eb631791434b648ba41083b5f6d2278-vce94f93ad1030e3136852817f2423c1b3ac37bc4,https://jeff-da.github.io/audit-nonvalids/gravitational__teleport-7744f72c6eb631791434b648ba41083b5f6d2278-vce94f93ad1030e/,Environment residual,image,moderate,"Graded test imports github.com/mdlayher/netlink and its nlenc subpackage, absent from base go.mod and unfetchable (network blocked, proxy.golang.org unreachable). Rebuild image with the module prefetched into the Go module cache (GOFLAGS=-mod=mod go mod download github.com/mdlayher/netlink at gold's go.sum version) or pre-apply gold's go.mod/go.sum requires to the base. Secondarily, mention nlenc in the spec — the test imports it but the instruction never does.",mini-swe + GPT-5.6,claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5,"Models attempt to implement the auditd Client as specified; one run built the complete implementation and, after discovering the network was blocked (go get failing with ""curl: (35) SSL_ERROR_SYSCALL ... github.com:443"" and proxy.golang.org unreachable), even hand-wrote a local netlink shim to compensate. The failure occurs because the graded test imports the third-party module github.com/mdlayher/netlink and its nlenc subpackage, which are absent from the base go.mod and impossible to fetch inside the sandboxed environment -- every failing run dies at [setup failed] with ""no required module provides package github.com/mdlayher/netlink(/nlenc)"", before the patch's logic is ever exercised. The reference solution simply adds go.mod/go.sum entries that require network access or a prefetched module cache the image does not provide, and the nlenc subpackage the test imports is never mentioned in the instructions at all. The one run that passed did so only by fabricating a fake copy of the entire third-party library under /tmp, which is a workaround rather than the specified path, so the failure is not a model error."
instance_gravitational__teleport-baeb2697c4e4870c9850ff0cd5c7a2d08e1401c9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,https://jeff-da.github.io/audit-nonvalids/gravitational__teleport-baeb2697c4e4870c9850ff0cd5c7a2d08e1401c9-vee9b09fb20c43a/,Environment residual,image,moderate,"Sole F2P TestPKCS11UnusedIDIgnoresHostLabel is unpassable for ANY patch: verifier shows SOFTHSM2_PATH=<unset> and the test SKIPs (""SoftHSM not available""), and skipped counts as missing. Rebuild image with softhsm2 installed and SOFTHSM2_PATH exported in the test env. Secondarily, scope run_script to lib/auth/keystore instead of whole-repo `go test -race ./...` which OOM-killed builds (compile: signal: killed; missing linux/hidraw.h) sinking 36 P2P.",mini-swe + GPT-5.6,claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5,"Models produce edits equivalent to the reference fix, which is a one-line change calling FindKeyPair(idBytes, nil). The failure occurs because the environment cannot grade any patch: the verifier shows SOFTHSM2_PATH unset, so the sole failing-to-passing test TestPKCS11UnusedIDIgnoresHostLabel hits ""--- SKIP: ... SoftHSM not available"", and a skipped test is counted as missing, making the instance unpassable for every possible submission. On several runs the harness additionally tried to compile the entire Teleport monorepo with go test -race, was OOM-killed with ""compile: signal: killed"" and a missing linux/hidraw.h header, and thereby lost 36 more graded tests. All of this happens regardless of the model's patch, so the failure is not a model error."
instance_gravitational__teleport-d6ffe82aaf2af1057b69c61bf9df777f5ab5635a-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,https://jeff-da.github.io/audit-nonvalids/gravitational__teleport-d6ffe82aaf2af1057b69c61bf9df777f5ab5635a-vee9b09fb20c43a/,Unstated requirement,tests,moderate,"Graded tests require.Equal unexported AST internals against pointer-boxed helpers: value RegexpMatchExpr{} vs expected *RegexpMatchExpr, and bare ""foo"" as *StringLitExpr vs expected *VarExpr{namespace:""literal""} — representation never spec'd. Replace internal-struct equality with behavioral assertions (Interpolate/Matchers output, or String() round-trip), which all 4 configs already pass. Secondary: old harness OOM'd building 232 packages (cc/cx) — package-scoped build already done in msa harness, needs upstreaming.",claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,,"Models attempt to rewrite lib/utils/parse as an AST with exactly the lowercase fields the spec describes, and the behavioral tests (TestMatchers and most Interpolate cases) pass. According to the task instructions, this should be acceptable, since the spec describes the expressions' behavior but never dictates the internal memory representation. However, the graded tests compare unexported AST internals with require.Equal against pointer-boxed expected values, so implementations fail over pure representation choices: holding a RegexpMatchExpr by value instead of as a *RegexpMatchExpr pointer, or modeling a bare string literal as *StringLitExpr rather than the reference's *VarExpr with namespace ""literal"" — distinctions with identical behavior that no spec sentence states. On top of that, an older verifier compiled all 232 packages in the module and died with ""compile: signal: killed"" (out of memory) plus missing linux/hidraw.h and sqlite cgo errors, so some runs had zero tests execute at all. Either way the failure stems from representation-pinning tests and a fragile harness, not a model error."
instance_gravitational__teleport-e6681abe6a7113cfd2da507f05581b7bdf398540-v626ec2a48416b10a88641359a169d99e935ff037,https://jeff-da.github.io/audit-nonvalids/gravitational__teleport-e6681abe6a7113cfd2da507f05581b7bdf398540-v626ec2a48416b1/,Unstated requirement,instructions,moderate,"Gold silently fixes a latent race no requirement mentions: add spec sentence ""tryResumeStream must wait on the writer's configured context (cfg.Context), not closeCtx, so recovery survives Complete(); Complete must route through Close and complete the stream."" All 4 configs implemented backoff correctly and fail only TestAuditWriter/Backoff on this hidden fix. Alternatively drop TestAuditWriter/Backoff from fail_to_pass.",claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,,"Models attempt to implement the requested BackoffTimeout/BackoffDuration behavior for the audit writer, and all four did so correctly: events are emitted within the expected 105-200ms window, drop-on-backoff works, and the Session, ResumeStart, ResumeMiddle, and AsyncEmitter tests all pass. All four fail exactly one test, TestAuditWriter/Backoff, in the identical way: each run logs ""Failed to recover stream. error: operation has been cancelled"" and then times out. The cause is a latent race in pre-existing recovery code that no requirement mentions -- the test calls Complete() immediately after un-hanging the stream, and the old tryResumeStream aborts when the writer's close context fires; the reference solution silently changed that wait to the configured context and rerouted Complete through Close to finish the stream. Nothing in the instructions asks for this hidden fix, so spec-faithful backoff implementations all hit the same trap, and the failure is not a model error."
instance_internetarchive__openlibrary-08ac40d050a64e1d2646ece4959af0c42bf6b7b5-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,https://jeff-da.github.io/audit-nonvalids/internetarchive__openlibrary-08ac40d050a64e1d2646ece4959af0c42bf6b7b5-v0f5aece36/,Spec contradicts the graded test,instructions,trivial,"Spec explicitly disavows the graded behavior: replace ""the behavior for unrecognized raw values is not constrained by this specification"" with ""unrecognized raw values must be preserved verbatim as the `role` value"" — that is what F2P test_xml[00schlgoog] (""supposed author."" kept) and the zweibchersatir P2Ps require.",mini-swe + Opus 5,claude-code + Opus 5; codex + GPT-5.6; mini-swe + GPT-5.6,"Models attempt to add the ROLES mapping and author-role extraction, and choose to drop raw role values that are not in the mapping. According to the task instructions, this should be acceptable because the spec states outright that ""the behavior for unrecognized raw values is not constrained by this specification."" However, the graded test test_xml[00schlgoog] requires unrecognized raw values to be preserved verbatim — its fixture keeps ""supposed author."" as the role on one contributor while only ""ed."" is mapped to ""Editor"" — and the two missing pass-to-pass tests on the zweibchersatir record likewise demand raw-value preservation. A behavior the instructions explicitly leave unconstrained is what decides the reward, so the failure is not a model error."
instance_internetarchive__openlibrary-11838fad1028672eb975c79d8984f03348500173-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,https://jeff-da.github.io/audit-nonvalids/internetarchive__openlibrary-11838fad1028672eb975c79d8984f03348500173-v0f5aece36/,Spec contradicts the graded test,instructions,trivial,"Replace ""They must omit personal_name when its value equals name. If personal_name differs from name, it may be included"" with: ""compare personal_name to the name resolved from the field's own subfields BEFORE any 880 alternate-script substitution and delete it when equal; then, when an 880 link exists, move the current name to alternate_names and set name from the 880 $a — personal_name is not re-added."" Gold deletes pre-swap, so fixtures omit personal_name even when it differs from the final (original-script) name.",codex + GPT-5.6; mini-swe + GPT-5.6,claude-code + Opus 5; mini-swe + Opus 5,"Models attempt to implement the MARC author and 880 alternate-script linkage handling correctly, and they retain the `personal_name` field when its value differs from the resolved `name` (the romanized form versus the original script). According to the task instructions, this should be acceptable — the spec grants explicit permission: ""must omit personal_name when its value equals name. If personal_name differs from name, it may be included."" However, the graded expectation files require omission unconditionally: the failing comparison shows the model's output {'name': '刘宁', 'personal_name': 'Liu, Ning', ...} against an expected entry with no personal_name at all (the 880_alternate_script.mrc fixture). The reference solution deletes personal_name before performing the alternate-script name swap, so the fixtures never contain it even when the final values differ. A patch exercising the spec's explicitly permitted behavior fails the test, so the failure is not a model error."
instance_internetarchive__openlibrary-2fe532a33635aab7a9bfea5d977f6a72b280a30c-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,https://jeff-da.github.io/audit-nonvalids/internetarchive__openlibrary-2fe532a33635aab7a9bfea5d977f6a72b280a30c-v0f5aece36/,Unstated requirement,instructions,trivial,"Append to the sentence ""This information should be stored in a `languages` key in the dictionary that we return."" (line 29): ""When no languages remain after filtering, omit the `languages` key entirely (do not emit an empty list)."" That is the only miss — all 4 configs pass all F2P and fail one exact-dict-equality P2P because they added `languages: []`.",claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,,"Models attempt to add language metadata to the serialized Amazon product record, and all four pass every one of the task's four targeted tests. According to the task instructions, ""This information should be stored in a `languages` key in the dictionary that we return"", so each model added the languages key unconditionally, emitting an empty list when no languages were found. However, the sole failure is a pre-existing regression test, test_serialize_does_not_load_translators_as_authors, which compares the whole dictionary for exact equality against an expected value that has no languages key at all -- the reference solution quietly omits the key whenever the list is empty. No instruction sentence states that the key must be dropped for empty lists, and this hidden convention sank all four independent attempts identically, so the failure is not a model error."
instance_internetarchive__openlibrary-630221ab686c64e75a2ce253c893c033e4814b2e-v93c53c13d5f9b383ebb411ee7750b49dcd1a34c6,https://jeff-da.github.io/audit-nonvalids/internetarchive__openlibrary-630221ab686c64e75a2ce253c893c033e4814b2e-v93c53c13d/,Unstated requirement,tests,moderate,"test_bestbook_add_raises_on_duplicate_{work,topic} mock get_awards with a side_effect that returns rows only when called with work_id=/topic= kwargs, so a behaviorally-equivalent duplicate check (get_awards(username=...) then filter in Python) falls through to the real DB (AttributeError 'db_parameters'). Replace with a mock that filters a stored nomination list by whatever kwargs are passed (returning matching rows for username-only calls too), or patch oldb.select/query directly.",mini-swe + Opus 5,claude-code + Opus 5; codex + GPT-5.6; mini-swe + GPT-5.6,"Models attempt to implement the duplicate-award check by calling cls.get_awards(username=...) and then filtering the returned rows by topic and work_id in Python before inserting -- a behaviorally equivalent way to detect duplicates. According to the task instructions, this should be acceptable: no sentence in the spec requires that add call get_awards once per criterion with work_id= or topic= keyword arguments. However, the graded tests test_bestbook_add_raises_on_duplicate_work and _topic mock get_awards with a side_effect that returns rows only when the call includes a non-None work_id or topic kwarg, so the model's username-only call gets back an empty list, the duplicate check passes, and the code falls through to a real database insert that explodes with AttributeError 'db_parameters'. The tests grade the internal call shape rather than the specified behavior, so the failure is not a model error."
instance_internetarchive__openlibrary-757fcf46c70530739c150c57b37d6375f155dc97-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,https://jeff-da.github.io/audit-nonvalids/internetarchive__openlibrary-757fcf46c70530739c150c57b37d6375f155dc97-ve8c8d62a2/,Unstated name,instructions,trivial,"Replace the latitude-granting sentence ""Since the function depends on `build_titles()`, ensure that this dependency is also appropriately located or imported."" with: ""Keep `build_titles()` defined in `openlibrary/catalog/merge/merge_marc.py` (tests import it from there) and import it into `catalog/utils` for use by `expand_record()`."" The graded test_merge_marc.py imports build_titles from merge_marc, so relocating it — a currently spec-sanctioned reading — breaks the import.",mini-swe + GPT-5.6,claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5,"The model moves expand_record into catalog/utils as instructed, and since that function depends on build_titles, it moves build_titles into catalog/utils as well, updating every import site including the tests. According to the task instructions, this should be acceptable: the spec explicitly grants that latitude, saying ""Since the function depends on build_titles(), ensure that this dependency is also appropriately located or imported"" — relocating is one of the two sanctioned readings, and the required module path is never stated. However, the graded test_merge_marc.py still does `from openlibrary.catalog.merge.merge_marc import (build_titles, ...)`, so the relocation triggers ""ImportError: cannot import name 'build_titles'"" and kills test_match_low_threshold. A spec-sanctioned choice is rejected by an import path the model was never told to preserve, so the failure is not a model error."
instance_internetarchive__openlibrary-9bdfd29fac883e77dcbc4208cab28c06fd963ab2-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,https://jeff-da.github.io/audit-nonvalids/internetarchive__openlibrary-9bdfd29fac883e77dcbc4208cab28c06fd963ab2-v76304ecdb/,Unstated requirement,instructions,trivial,"The F2P param ""LCC: star added if no space"" asserts `lcc:NC760 .B2813` -> `lcc:NC-0760.00000000.B2813*`, but the spec's only LCC rule is line 33 ('An `lcc:` value whose normalized representation contains a space must be quoted...'). Add a sibling bullet: 'An `lcc:` value whose normalized representation contains no space must have a trailing `*` appended to make it a prefix match, e.g. `lcc:NC760 .B2813` -> `lcc:NC-0760.00000000.B2813*`.'",claude-code + Opus 5; mini-swe + Opus 5; mini-swe + GPT-5.6,codex + GPT-5.6,"Models attempt to rewrite process_user_query to emit Solr query strings and satisfy every example the instructions give, quoting LCC values whose normalized form contains a space. According to the task instructions, this should be sufficient because the only LCC rule stated is that ""An lcc: value whose normalized representation contains a space must be quoted"", with nothing said about the no-space case. However, the graded test also demands that `lcc:NC760 .B2813` become `lcc:NC-0760.00000000.B2813*`, appending a trailing star to make no-space values prefix matches, behavior introduced by the reference solution and asserted by a test but never mentioned in any spec sentence. Two of the attempts fail on exactly this one parameter and nothing else, so the failure is not a model error."
instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3,https://jeff-da.github.io/audit-nonvalids/internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc/,Unstated requirement,tests,trivial,"One assert pins gold's serialization quirk: expects '( work.title:OL5M)' with a stray leading space (test's own comment: ""# Note some weirdness with spaces""). Make that assertion whitespace-insensitive (compare after collapsing/stripping spaces, or accept both '( work.title:OL5M)' and '(work.title:OL5M)'). No spec sentence covers serialization whitespace.",mini-swe + GPT-5.6,claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5,"Models attempt to implement luqum_remove_field and get 9 of the 10 graded assertions right, with their serializer tidying whitespace after removing a group's first operand. According to the task instructions, this should be acceptable: no spec sentence says anything about serialization whitespace. However, the one failing assertion demands the output '( work.title:OL5M)' — with a stray leading space inside the parenthesis — where the model returned the clean '(work.title:OL5M)'; the space is an artifact of the reference implementation that the test file itself flags with the comment ""# Note some weirdness with spaces"". The test pins an acknowledged implementation quirk rather than specified behavior, so the failure is not a model error."
instance_internetarchive__openlibrary-b67138b316b1e9c11df8a4a8391fe5cc8e75ff9f-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,https://jeff-da.github.io/audit-nonvalids/internetarchive__openlibrary-b67138b316b1e9c11df8a4a8391fe5cc8e75ff9f-ve8c8d62a2/,Unstated requirement,instructions,moderate,"Golden-JSON fixtures encode unstated conventions; add three spec sentences: (1) ""strip trailing periods from series subfield $v values before deduplication"" (880_Nihon_no_chasho expects [""Tōyō bunko -- 201, 206""]); (2) ""when a title field has an 880 linkage, extract the subtitle from the linked field's $b as well""; (3) ""subtitles that are entirely bracketed must be dropped"". Spec-faithful patches (cc/msa_opus) fail only these fixtures.",claude-code + Opus 5; codex + GPT-5.6; mini-swe + Opus 5; mini-swe + GPT-5.6,,"Models attempt the MarcFieldBase refactor with 880 alternate-script linkage handling, and the strongest attempts pass every required test except four fixture comparisons. According to the task instructions, those attempts should be acceptable — the spec says series values are ""deduplicated preserving order"" and describes title extraction without ever mentioning subtitles from linked fields. However, grading is done against byte-exact golden-JSON fixtures that encode conventions the spec never states: the 880_Nihon_no_chasho fixture expects series [""Tōyō bunko -- 201, 206""], which requires stripping a trailing period from a subfield value before deduplication; the 880_publisher_unlinked fixture expects a Hebrew subtitle pulled from a linked 880 field via a code branch the spec's title bullet never mentions; and the reference solution also silently drops entirely bracketed subtitles. Even spec-faithful patches cannot reproduce these undocumented behaviors, so the failure is not a model error."
instance_internetarchive__openlibrary-f0341c0ba81c790241b782f5103ce5c9a6edf8e3-ve8fc82d8aae8463b752a211156c5b7b59f349237,https://jeff-da.github.io/audit-nonvalids/internetarchive__openlibrary-f0341c0ba81c790241b782f5103ce5c9a6edf8e3-ve8fc82d8a/,Spec contradicts the graded test,instructions,trivial,"Replace line 37 ""The function `openlibrary.catalog.utils.published_in_future_year(delta: int) -> bool` should return `True` if `delta > 0` and `False` otherwise."" with ""The function `published_in_future_year(year: int) -> bool` should return `True` if `year` is strictly greater than the current year and `False` otherwise."" The graded test passes an actual year (now+delta), not a delta.",codex + GPT-5.6; mini-swe + GPT-5.6,claude-code + Opus 5; mini-swe + Opus 5,"Models attempt to implement the helper exactly as specified. According to the task instructions, ""The function `openlibrary.catalog.utils.published_in_future_year(delta: int) -> bool` should return `True` if `delta > 0` and `False` otherwise"" -- so the models wrote precisely that delta check. However, the graded test does not pass a delta at all: it computes an actual calendar year (current year plus delta) and passes that, so the failure output shows published_in_future_year(2026) and published_in_future_year(2025) both expected to return False, which a faithful delta>0 implementation can never satisfy since large positive years are always greater than zero. The specification describes a different function signature semantics than the test exercises, so the failure is not a model error."
